budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
2900000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,248,"[{""id"": 419, ""name"": ""dude""}, {""id"": 947, ""name"": ""prohibition""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 33673, ""name"": ""apple""}, {""id"": 157904, ""name"": ""luck""}, {""id"": 162752, ""name"": ""dowager""}, {""id"": 165282, ""name"": ""high society""}, {""id"": 214548, ""name"": ""1930s""}]",en,Pocketful of Miracles,"Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.",3.370225,"[{""name"": ""Franton Production"", ""id"": 1044}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1961-12-18,5000000,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,You have to see it to believe it!,Pocketful of Miracles,7.3,25
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",https://www.facebook.com/closerangemovie/,325173,[],en,Close Range,"A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.",5.485217,"[{""name"": ""Bleiberg Entertainment"", ""id"": 1872}, {""name"": ""Compound B"", ""id"": 4322}, {""name"": ""Underdogg Entertainment"", ""id"": 68373}, {""name"": ""Entropy"", ""id"": 75142}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-11,0,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Colton MacReady...is coming home.,Close Range,4.9,54
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,55831,"[{""id"": 10183, ""name"": ""independent film""}]",en,Boynton Beach Club,A handful of men and women of a certain age pick up the pieces of their lives and look for new love after the loss of their mates in this comedy drama from writer-director Susan Seidelman.,0.18887,[],[],2005-08-05,0,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Boynton Beach Club,6.8,3
3000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",,351043,[],en,Amnesiac,"The story of a man who wakes up in bed suffering from memory loss after being in an accident, only to begin to suspect that his wife may not be his real wife and that a web of lies and deceit deepen inside the house where he soon finds himself a prisoner.",3.077885,"[{""name"": ""Infra-Red Pictures"", ""id"": 61428}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-14,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What he can't remember is killing him.,Amnesiac,4.1,52
3000000,"[{""id"": 99, ""name"": ""Documentary""}]",http://www.magpictures.com/freakonomics/,43942,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 5641, ""name"": ""limousine""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 12105, ""name"": ""student""}, {""id"": 14737, ""name"": ""economics""}, {""id"": 179867, ""name"": ""real estate""}, {""id"": 187056, ""name"": ""woman director""}]",en,Freakonomics,Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.,1.781462,"[{""name"": ""Chad Troutwine Films"", ""id"": 7367}, {""name"": ""Green Film Company"", ""id"": 7368}, {""name"": ""Human Worldwide"", ""id"": 7369}, {""name"": ""Loki Films"", ""id"": 7370}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-01,103735,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Things you always thought you knew but didn't,Freakonomics,6.6,36
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",,10226,"[{""id"": 1583, ""name"": ""mass murder""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 13127, ""name"": ""farmhouse""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14805, ""name"": ""maniac""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 15460, ""name"": ""bound and gagged""}, {""id"": 157064, ""name"": ""circular saw""}, {""id"": 224663, ""name"": ""new french extremism""}]",fr,Haute tension,"Alexia travels with her friend Marie to spend a couple of days with her family in their farm in the country. They arrive late and they are welcomed by Alexia's father. Late in the night, a sadistic and sick killer breaks into the farmhouse, slaughters Alexia's family--including their dog--and kidnaps Alexia. Marie hides from the criminal and tries to help the hysterical and frightened Alexia, chase the maniac, and disclose his identity in the end.",4.952983,"[{""name"": ""Alexandre Films"", ""id"": 2926}, {""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2003-06-18,0,91,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Hearts will bleed.,High Tension,6.6,271
2902660,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,66942,"[{""id"": 9673, ""name"": ""love""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10267, ""name"": ""comedy""}]",en,Griff the Invisible,"Griff, office worker by day, superhero by night, has his world turned upside down when he meets Melody, a beautiful young scientist who shares his passion for the impossible.",1.35088,"[{""name"": ""Screen Australia"", ""id"": 7584}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2011-08-19,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,"He's a dreamer, stuck in the real world.",Griff the Invisible,6.1,34
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",,356483,"[{""id"": 2210, ""name"": ""climate change""}, {""id"": 6678, ""name"": ""polar bear""}]",en,Unnatural,Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results.,0.687656,"[{""name"": ""August Heart Entertainment"", ""id"": 65834}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-16,0,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some things were never meant to be.,Unnatural,4.3,12
8000000,"[{""id"": 18, ""name"": ""Drama""}]",,10476,"[{""id"": 897, ""name"": ""rap music""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 1009, ""name"": ""baby""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 3658, ""name"": ""career""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4562, ""name"": ""rapper""}, {""id"": 10183, ""name"": ""independent film""}]",en,Hustle & Flow,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.",6.39503,"[{""name"": ""MTV Films"", ""id"": 746}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-07-22,23563727,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The music will inspire them. The dream will unite them. This summer get crunk.,Hustle & Flow,6.9,99
2883848,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,239,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 12090, ""name"": ""cross dressing""}, {""id"": 33624, ""name"": ""band""}, {""id"": 160395, ""name"": ""spats""}, {""id"": 160396, ""name"": ""all girl band""}, {""id"": 160397, ""name"": ""st. valentine's day massacre""}, {""id"": 160400, ""name"": ""sugar""}, {""id"": 160404, ""name"": ""valentine's day""}, {""id"": 160406, ""name"": ""dressing""}]",en,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",39.30982,"[{""name"": ""The Mirisch Corporation"", ""id"": 219}, {""name"": ""Ashton Productions"", ""id"": 11982}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1959-03-18,25000000,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The movie too HOT for words!,Some Like It Hot,8,808
2800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,10281,"[{""id"": 1889, ""name"": ""lake""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 179422, ""name"": ""jason vorhees""}]",en,Friday the 13th Part VII: The New Blood,"Tina possesses the gift of telekinesis, allowing her to move things and see the future, using the power of her mind. But when a devious doctor tries to exploit her ability, the gift becomes a hellish curse. Tina unwittingly unchains the merciless bloodthirsty Jason Voorhees from his watery grave, igniting a bloodbath that ends in the ultimate showdown in strength of mind versus pure evil matter.",9.070842,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-05-13,19170001,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Jason is back, but this time someone's waiting!",Friday the 13th Part VII: The New Blood,5.3,192
2777000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://thewizardofoz.warnerbros.com/,630,"[{""id"": 616, ""name"": ""witch""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1507, ""name"": ""clock""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 2213, ""name"": ""tornado""}, {""id"": 3151, ""name"": ""scarecrow""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4639, ""name"": ""crow""}, {""id"": 6027, ""name"": ""music""}, {""id"": 7658, ""name"": ""kansas""}, {""id"": 11020, ""name"": ""classic""}, {""id"": 11409, ""name"": ""imaginary land""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 191616, ""name"": ""sepia color""}]",en,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",67.417542,"[{""name"": ""Loew's Incorporated"", ""id"": 31892}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1939-08-15,33754967,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"We're off to see the Wizard, the wonderful Wizard of Oz!",The Wizard of Oz,7.4,1642
2800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,3034,"[{""id"": 1706, ""name"": ""experiment""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3487, ""name"": ""assistant""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 11578, ""name"": ""mobster""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 12416, ""name"": ""horror spoof""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 198102, ""name"": ""frankenstein's monster""}]",en,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",36.444894,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Crossbow Productions"", ""id"": 1296}, {""name"": ""Gruskoff/Venture Films"", ""id"": 1297}, {""name"": ""Jouer Limited"", ""id"": 1298}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1974-12-15,86273333,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The scariest comedy of all time!,Young Frankenstein,7.7,854
2000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",,13025,"[{""id"": 12377, ""name"": ""zombie""}, {""id"": 163053, ""name"": ""found footage""}]",en,Diary of the Dead,A group of young film students run into real-life zombies while filming a horror movie of their own.,15.351412,"[{""name"": ""Artfire Films"", ""id"": 3240}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-08,5364858,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Where will you be when the end begins?,Diary of the Dead,5.4,190
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,21461,"[{""id"": 6165, ""name"": ""historical figure""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 10540, ""name"": ""bollywood""}, {""id"": 14636, ""name"": ""india""}]",en,Lage Raho Munna Bhai,"A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi, who runs an elders' home, which is taken over by an unscrupulous builder, who gets the residents kicked out ironically with the help of Munna's sidekick, Circuit, while Munna is busy romancing Jahnvi elsewhere.",2.436019,[],"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2006-01-01,0,144,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,They're back... and they're not alone!,Lage Raho Munna Bhai,7.6,44
0,"[{""id"": 18, ""name"": ""Drama""}]",,55306,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 8627, ""name"": ""stolen money""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14831, ""name"": ""stabbing""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 184503, ""name"": ""father-in-law daughter-in-law relationship""}, {""id"": 224563, ""name"": ""beekeeper""}, {""id"": 224564, ""name"": ""orlando florida""}]",en,Ulee's Gold,An elderly beekeeper and Vietnam vet must rescue his daughter-in-law and protect his grandchildren from killers.,0.93392,"[{""name"": ""Clinica Estetico"", ""id"": 1274}, {""name"": ""Nunez-Gowan"", ""id"": 75348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-06-13,0,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Ulee's Gold,6.5,19
2700000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",,17264,"[{""id"": 383, ""name"": ""poker""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3875, ""name"": ""barn""}, {""id"": 4613, ""name"": ""training""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 155746, ""name"": ""deserted island""}, {""id"": 180230, ""name"": ""stallion""}]",en,The Black Stallion,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion that is brought on board and stabled in the ship he is sailing on. When it tragically sinks both he and the horse survive only to be stranded on a deserted island. He befriends it, so when finally rescued both return to his home where they soon meet Henry Dailey, a once successful trainer. Together they begin training the horse to race against the fastest ones in the world.",11.35972,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1979-10-17,37799643,118,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"From the moment he first saw the stallion, he knew it would either destroy him, or carry him where no one had ever been before…",The Black Stallion,7,59
0,[],,346081,[],en,Sardaarji,A ghost hunter uses bottles to capture troublesome spirits.,0.296981,[],"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2015-06-26,0,0,[],Released,,Sardaarji,9.5,2
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,16016,[],en,Rejsen til Saturn,"A Danish crew of misfits travel to Saturn in search for natural resources. However, the planet is colonized by a ruthless army of Aliens that turn their eye on Earth and invade Denmark. Thus, the crew change their mission to liberate Denmark.",1.776624,"[{""name"": ""Nordisk Film"", ""id"": 235}, {""name"": ""A. Film"", ""id"": 3922}, {""name"": ""ntc"", ""id"": 13210}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}]",2008-09-26,0,90,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}]",Released,,Journey to Saturn,4.9,10
2686000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,15875,"[{""id"": 1421, ""name"": ""birthday""}, {""id"": 6231, ""name"": ""half-brother""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 180800, ""name"": ""mission clinic""}, {""id"": 180803, ""name"": ""polynesia""}, {""id"": 188934, ""name"": ""bar brawl""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 207592, ""name"": ""piano""}, {""id"": 210018, ""name"": ""half sister""}, {""id"": 222195, ""name"": ""navy veterans""}, {""id"": 234849, ""name"": ""tiki culture""}]",en,Donovan's Reef,"'Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's high-society daughter Amelia shows up in their South Seas paradise.",1.897263,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1963-06-12,6600000,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Gangway...For This Years BIG Adventure!,Donovan's Reef,6,30
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,5900,"[{""id"": 6397, ""name"": ""calamity""}]",nl,De jurk,"The story of a summer dress and those who have to do with it, especially the train conductor (played by van Warmerdam, the director). The dress functions as catalyst for the whimsical events, which turns out to be either tragic or hilarious.",0.144031,[],"[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}]",1996-03-21,0,103,"[{""iso_639_1"": ""nl"", ""name"": ""Nederlands""}]",Released,,The Dress,7,3
2627000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",,43306,"[{""id"": 3203, ""name"": ""pilot""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 162846, ""name"": ""ghost""}]",en,A Guy Named Joe,"Pete Sandidge (Tracy), a daredevil bomber pilot, dies when he crashes his plane into a German aircraft carrier, leaving his devoted girlfriend, Dorinda (Irene Dunne), who is also a pilot, heartbroken. In heaven, Pete receives a new assignment: he is to become the guardian angel for Ted Randall (Van Johnson), a young Army flyer. Invisibly, Pete guides Ted through flight school and into combat, but the ectoplasmic mentor's tolerance is tested when Ted falls for Dorinda. Ultimately, however, Pete not only comes to terms with their relationship but also acts as Dorinda's copilot when she undertakes a dangerous bombing raid, so that Ted won't have to. Remade by Steven Speilberg in 1989 as ALWAYS",0.531444,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1944-03-01,5363000,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A GUY - A GAL - A PAL - It's Swell!,A Guy Named Joe,6,8
2600000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 35, ""name"": ""Comedy""}]",,11072,"[{""id"": 1419, ""name"": ""gun""}, {""id"": 1582, ""name"": ""saloon""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 8009, ""name"": ""marching band""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 10511, ""name"": ""western""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 18465, ""name"": ""interrupted hanging""}, {""id"": 34139, ""name"": ""railroad""}, {""id"": 155291, ""name"": ""cowboy""}, {""id"": 160583, ""name"": ""western town""}, {""id"": 160586, ""name"": ""western spoof""}, {""id"": 160588, ""name"": ""ceremony""}, {""id"": 160589, ""name"": ""frontier town""}, {""id"": 160595, ""name"": ""looking at the camera""}, {""id"": 160597, ""name"": ""saloon girl""}, {""id"": 160602, ""name"": ""movie reality crossover""}, {""id"": 160605, ""name"": ""nietzsche""}, {""id"": 160607, ""name"": ""coot""}, {""id"": 160612, ""name"": ""self-referential""}, {""id"": 162078, ""name"": ""female singer""}, {""id"": 236316, ""name"": ""anarchic comedy""}]",en,Blazing Saddles,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",22.793929,"[{""name"": ""Crossbow Productions"", ""id"": 1296}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1974-02-07,119500000,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""yi"", ""name"": """"}]",Released,Never give a saga an even break!,Blazing Saddles,7.2,609
2600000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,9730,"[{""id"": 1889, ""name"": ""lake""}, {""id"": 6506, ""name"": ""resurrection""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 179422, ""name"": ""jason vorhees""}, {""id"": 206977, ""name"": ""hitchhike""}]",en,Friday the 13th: The Final Chapter,"After the Crystal Lake Massacres, Jason is pronounced dead and taken to the hospital morgue, where he is mysteriously revived, allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began. But this time, in addition to terrified teenagers, he meets a young boy named Tommy who has a special talent for horror masks and make up, leading up to a horrifying, bloody battle! Has Jason finally met his match?",14.013414,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Friday Four, Inc."", ""id"": 93280}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-04-13,32980880,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"Jason's Back, and this is the one you've been screaming for.",Friday the 13th: The Final Chapter,5.9,237
2159280,"[{""id"": 18, ""name"": ""Drama""}]",,209274,"[{""id"": 745, ""name"": ""nun""}, {""id"": 1960, ""name"": ""mine""}, {""id"": 2606, ""name"": ""jew""}, {""id"": 11508, ""name"": ""jewish""}, {""id"": 21747, ""name"": ""poland""}]",pl,Ida,"Poland, 1962. Anna is a novice, an orphan brought up by nuns in a convent. Before she takes her vows, she is determined to see Wanda, her only living relative. Wanda tells Anna that Anna is Jewish. Both women embark on a journey not only to discover their tragic family story, but who they really are and where they belong, questioning their religions and beliefs.",13.265432,"[{""name"": ""Danish Film Institute"", ""id"": 125}, {""name"": ""Portobello Pictures"", ""id"": 486}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Canal+ Polska"", ""id"": 6476}, {""name"": ""Opus Film"", ""id"": 6477}, {""name"": ""Polski Instytut Sztuki Filmowej"", ""id"": 11240}, {""name"": ""Phoenix Film Investments"", ""id"": 44171}, {""name"": ""City of Lodz"", ""id"": 72682}, {""name"": ""Phoenix Film Poland"", ""id"": 72683}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2013-10-25,10700000,80,"[{""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,,Ida,7.1,260
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,26371,"[{""id"": 237, ""name"": ""gay""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 6731, ""name"": ""british""}, {""id"": 10198, ""name"": ""gay relationship""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 34333, ""name"": ""lgbt child""}, {""id"": 158718, ""name"": ""lgbt""}, {""id"": 178329, ""name"": ""best friends in love""}]",en,Maurice,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.",11.552247,"[{""name"": ""Merchant Ivory Productions"", ""id"": 2370}, {""name"": ""Film Four International"", ""id"": 9210}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1987-09-18,0,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Maurice,7.1,61
0,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.beerleaguethemovie.com/,14137,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}]",en,Beer League,An unemployed slacker (Lange) inspires his softball teammates to improve their game so they won't get kicked out of the local league.,1.73892,"[{""name"": ""Identity Films"", ""id"": 2870}, {""name"": ""CKRush Entertainment"", ""id"": 68353}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-15,0,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No Gut... No Glory.,Beer League,5.3,22
